Match Time in Seconds,Gi/No Gi,Skill / Belt,Division,Submission,Team,Conference,Year
427,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2014,2014
475,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2014,2014
578,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2014,2014
619,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2014,2014
629,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2014,2014
720,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2014,2014
847,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2014,2014
1255,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2014,2014
21,GI,WHITE,WOMEN,ARMBAR,NA,GREENSBORO 2014,2014
235,GI,WHITE,WOMEN,ARMBAR,NA,GREENSBORO 2014,2014
496,GI,WHITE,WOMEN,ARMBAR,NA,GREENSBORO 2014,2014
83,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2014,2014
410,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2014,2014
466,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2014,2014
11,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
96,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
143,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
162,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
176,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
208,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
233,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
250,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
392,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
393,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
487,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
725,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
764,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
1651,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2014,2014
90,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2014,2014
138,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2014,2014
537,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2014,2014
587,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2014,2014
637,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2014,2014
512,GI,WHITE,WOMEN,ARMBAR,NA,GREENSBORO 2015,2015
2100,GI,WHITE,WOMEN,ARMBAR,NA,GREENSBORO 2015,2015
321,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
507,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
270,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
1706,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
359,GI,WHITE,MEN 30+,ARMBAR,NA,ORLANDO 2011,2011
301,GI,WHITE,MEN,ARMBAR,NA,ORLANDO 2011,2011
21,GI,WHITE,MEN,ARMBAR,NA,ORLANDO 2011,2011
40,GI,WHITE,MEN,ARMBAR,NA,ORLANDO 2011,2011
121,GI,WHITE,MEN,ARMBAR,NA,ORLANDO 2011,2011
111,GI,WHITE,MEN,ARMBAR,NA,ORLANDO 2011,2011
111,GI,WHITE,MEN,ARMBAR,NA,ORLANDO 2011,2011
47,GI,WHITE,MEN,ARMBAR,NA,ORLANDO 2011,2011
26,GI,WHITE,MEN,ARMBAR,NA,ORLANDO 2011,2011
1082,GI,WHITE,MEN,ARMBAR,NA,ORLANDO 2011,2011
197,GI,WHITE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2015,2015
430,GI,WHITE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2015,2015
240,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
295,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
1320,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
358,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
50,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
1555,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
284,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
926,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
83,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
35,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2015,2015
59,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2015,2015
62,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2015,2015
64,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2015,2015
102,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2015,2015
120,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2015,2015
242,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2015,2015
255,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2015,2015
295,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2015,2015
300,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2015,2015
311,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2015,2015
424,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2015,2015
471,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2015,2015
509,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2015,2015
716,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2015,2015
849,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2015,2015
19,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
29,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
30,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
38,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
53,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
63,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
64,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
90,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
105,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
122,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
140,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
190,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
191,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
228,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
247,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
248,GI,WHITE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
380,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
397,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
402,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
447,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
451,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
471,GI,WHITE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
535,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
730,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
870,GI,WHITE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
964,GI,WHITE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
1072,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
1095,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
1122,GI,WHITE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
1365,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
1488,GI,WHITE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
1665,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
1079,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2016,2016
805,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2016,2016
785,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2016,2016
737,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2016,2016
679,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2016,2016
527,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2016,2016
393,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2016,2016
375,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2016,2016
344,GI,WHITE,WOMEN,ARMBAR,NA,RALEIGH 2016,2016
337,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2016,2016
280,GI,WHITE,WOMEN,ARMBAR,NA,RALEIGH 2016,2016
271,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2016,2016
189,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2016,2016
165,GI,WHITE,WOMEN,ARMBAR,NA,RALEIGH 2016,2016
162,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2016,2016
132,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2016,2016
119,GI,WHITE,WOMEN,ARMBAR,NA,RALEIGH 2016,2016
109,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2016,2016
73,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2016,2016
55,GI,WHITE,WOMEN,ARMBAR,NA,RALEIGH 2016,2016
105,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
116,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
179,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2016,2016
180,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2016,2016
180,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2016,2016
197,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
197,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
232,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2016,2016
232,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2016,2016
240,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
302,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2016,2016
341,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
455,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
495,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
540,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
589,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
638,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2016,2016
677,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2016,2016
819,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
1032,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2016,2016
1040,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2016,2016
1319,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2016,2016
6840,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
885,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
725,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
654,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
637,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
553,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
457,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
337,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
299,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
262,GI,WHITE,WOMEN,ARMBAR,NA,CHARLOTTE 2017,2017
157,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
123,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
71,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
38,GI,WHITE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
25,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2017,2017
63,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2017,2017
72,GI,WHITE,WOMEN,ARMBAR,NA,RALEIGH 2017,2017
77,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2017,2017
79,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2017,2017
111,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2017,2017
259,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2017,2017
307,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2017,2017
365,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2017,2017
393,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2017,2017
411,GI,WHITE,WOMEN,ARMBAR,NA,RALEIGH 2017,2017
531,GI,WHITE,WOMEN,ARMBAR,NA,RALEIGH 2017,2017
533,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2017,2017
801,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2017,2017
828,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2017,2017
992,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2017,2017
247,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
127,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
187,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
182,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
306,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
124,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
1363,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
19,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
1107,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
120,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
3141,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
131,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
549,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
1030,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
2444,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
2328,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
1633,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2017,2017
1620,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
1463,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
1174,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
898,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2017,2017
882,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
735,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2017,2017
631,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
515,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
485,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2017,2017
469,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
444,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2017,2017
370,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
296,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
295,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2017,2017
280,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
256,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2017,2017
245,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2017,2017
244,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
216,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2017,2017
199,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
178,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2017,2017
177,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2017,2017
156,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2017,2017
130,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
93,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2017,2017
69,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
61,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
50,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2017,2017
267,GI,WHITE,WOMEN,ARMBAR,NA,COLUMBIA 2018,2018
222,GI,WHITE,WOMEN,ARMBAR,NA,RALEIGH 2018,2018
404,GI,WHITE,WOMENS,ARMBAR,NA,RALEIGH 2018,2018
284,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2018,2018
286,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2018,2018
52,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2018,2018
566,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2018,2018
703,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2018,2018
176,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2018,2018
82,GI,WHITE,MEN 30+,ARMBAR,NA,RALEIGH 2018,2018
113,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2018,2018
159,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2018,2018
350,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2018,2018
216,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
443,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
938,GI,WHITE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
563,GI,WHITE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2018,2018
315,GI,WHITE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2018,2018
453,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
667,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
25,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
293,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
183,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
1170,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
226,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
79,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
311,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
64,GI,WHITE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
451,GI,WHITE,WOMEN,ARMBAR,NA,GREENSBORO 2018,2018
1638,GI,WHITE,WOMEN,ARMBAR,NA,GREENSBORO 2018,2018
130,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
190,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
976,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
242,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
1597,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
612,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
388,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2018,2018
370,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2018,2018
900,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2018,2018
531,GI,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2018,2018
140,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2018,2018
344,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2018,2018
460,GI,WHITE,MEN 30+,ARMBAR,NA,RICHMOND 2018,2018
277,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
780,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
120,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
577,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
700,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
536,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
415,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
129,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
40,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
225,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
1002,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
903,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
127,GI,WHITE,WOMEN,ARMBAR,NA,GREENSBORO 2019,2019
332,GI,WHITE,WOMEN,ARMBAR,NA,GREENSBORO 2019,2019
349,GI,WHITE,MEN 30+,ARMBAR,NA,GREENSBORO 2019,2019
520,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
1058,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
333,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
221,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
112,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
152,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
917,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
238,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
79,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
668,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
642,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
432,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
695,GI,WHITE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
618,GI,WHITE,MEN,ARMBAR,NA,RALEIGH 2018,2018
28,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
1184,GI,WHITE,MEN,ARMBAR,NA,RICHMOND 2018,2018
39,GI ,WHITE,WOMEN,ARMBAR,NA,RICHMOND 2015,2015
1075,GI ,WHITE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
51,GI,WHITE,MEN,ARMLOCK,NA,CHICAGO 2014,2014
120,GI,WHITE,MEN,ARMLOCK,NA,GREENSBORO 2014,2014
238,GI,WHITE,MEN,ARMLOCK,NA,GREENSBORO 2014,2014
286,GI,WHITE,MEN 30+,ARMLOCK,NA,GREENSBORO 2018,2018
116,GI,WHITE,MEN,ARMLOCK,NA,GREENSBORO 2018,2018
327,GI,WHITE,MEN,ARMLOCK,NA,GREENSBORO 2018,2018
175,GI,WHITE,MEN,ARMLOCK,NA,GREENSBORO 2018,2018
392,GI,WHITE,WOMEN,ARMLOCK,NA,RICHMOND 2018,2018
25,GI,WHITE,WOMEN,ARMLOCK,NA,RICHMOND 2018,2018
1457,GI,WHITE,MEN 30+,ARMLOCK,NA,RICHMOND 2018,2018
220,GI,WHITE,MEN 30+,ARMLOCK,NA,RICHMOND 2018,2018
542,GI,WHITE,MEN 30+,BACK CHOKE,NA,RICHMOND 2014,2014
926,GI,WHITE,MEN,BASEBALL BAT CHOKE,NA,RICHMOND 2014,2014
480,GI,WHITE,MEN,BASEBALL BAT CHOKE,NA,RICHMOND 2015,2015
135,GI,WHITE,MEN,BASEBALL BAT CHOKE,NA,RICHMOND 2016,2016
148,GI,WHITE,MEN,BASEBALL BAT CHOKE,NA,RALEIGH 2017,2017
290,GI,WHITE,MEN,BASEBALL BAT CHOKE,NA,RALEIGH 2017,2017
342,GI,WHITE,MEN,BASEBALL BAT CHOKE,NA,RALEIGH 2017,2017
343,GI,WHITE,MEN,BASEBALL BAT CHOKE,NA,RALEIGH 2017,2017
376,GI,WHITE,MEN,BASEBALL BAT CHOKE,NA,RALEIGH 2017,2017
122,GI,WHITE,WOMEN,BASEBALL BAT CHOKE,NA,GREENSBORO 2015,2015
162,GI,WHITE,MEN,BASEBALL BAT CHOKE,NA,VIRGINIA BEACH 2017,2017
97,GI,WHITE,MEN,BASEBALL BAT CHOKE,NA,RICHMOND 2017,2017
78,GI,WHITE,MEN 30+,BASEBALL BAT CHOKE,NA,GREENSBORO 2018,2018
220,GI,WHITE,MEN,BASEBALL BAT CHOKE,NA,RICHMOND 2018,2018
470,GI,WHITE,MEN,BODY TRIANGLE,NA,GREENSBORO 2019,2019
502,GI,WHITE,MEN 30+ ,BOW AND ARROW CHOKE,BJJ REVOLUTION,SUB ONLY VI,2010
915,GI,WHITE,WOMEN,BOW AND ARROW CHOKE,NA,RICHMOND 2013,2013
311,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2013,2013
231,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2013,2013
208,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2013,2013
56,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2013,2013
54,GI,WHITE,WOMEN,BOW AND ARROW CHOKE,NA,RICHMOND 2013,2013
288,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,RICHMOND 2014,2014
300,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,RICHMOND 2014,2014
317,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,RICHMOND 2014,2014
533,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,RICHMOND 2014,2014
714,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,RICHMOND 2014,2014
391,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2014,2014
423,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2014,2014
228,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,GREENSBORO 2015,2015
1478,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,GREENSBORO 2015,2015
242,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,GREENSBORO 2015,2015
812,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,GREENSBORO 2015,2015
318,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,GREENSBORO 2015,2015
264,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2015,2015
